id,text,sentiment
4432ca6d-2559-49aa-ab4a-6a84e1ebc04a,"the camera feels terrible for travel, shipping was slow",0
329d3b4c-5c6d-4833-addc-15dfb69e2905,"the headphones looks excellent for the price, great value",1
2aca8bcf-7536-4fad-ad9a-dc805fa9240a,"the headphones performs awful for school, quality is poor",0
d73e009b-9c5b-4d22-8ca4-ab0ff6cc82e6,"the jacket works bad for gaming, quality is poor",0
e2ae814f-5793-4f3f-80e4-0cebe6cef323,the phone performs reliable,1
2e7b15ac-5103-4b72-9923-30791e1167f7,"the laptop works worth it for work, shipping was fast",1
513c8aa5-278b-4e20-9957-b4750a6d82bc,"the shoes is worth it overall, would buy again",1
2e7b3274-9181-43c6-a749-5df6c6411014,"this product is slow for daily use, shipping was slow",0
3c871372-7701-489a-bb6a-522bfd89bbdb,the headphones performs excellent for school,1
93d41aea-1d67-4b1d-afca-199eecd86eeb,"the jacket feels not worth it overall, very disappointed",0
0345f6ee-b5cc-463f-b366-c385518ee3bf,"the phone performs solid for gaming, shipping was fast",1
10af8457-0a0b-468a-a53b-4109b5337b4f,"the headphones works fast for gaming, battery lasts long",1
19efe57f-6eda-446d-a6b0-b3131d61a714,"the tablet works slow for school, waste of money",0
00487861-1e50-41eb-8b0a-28fbe1c17869,"the jacket works great overall, great value",1
bbf9420f-7d14-4058-8070-c8c0f94ff311,"this product works disappointing, would not buy again",0
7f8dcb1f-3cd8-4419-b973-3c31883d1d9c,"the watch is unreliable for school, would not buy again",0
36539e41-b1fa-4c42-afbf-c8f6da222b67,"the jacket works comfortable for school, quality is top-notch",1
7e2e1ecb-9a54-448e-966c-34263aee6f47,"this product works unreliable for the price, battery dies quickly",0
8c604275-e6fc-4391-8a63-9ccedae95b17,"the headphones is worth it, great value",1
216be8c2-38d4-47aa-8165-2a01220fdf45,"the camera feels fragile for travel, very disappointed",0
4dd38e89-14b9-4787-b8e2-816053268999,"the laptop feels not worth it overall, quality is poor",0
6759b9d6-972a-4d89-9171-3f2a532acef9,"the blender works fast overall, would buy again",1
59705fba-742c-44c8-baca-5cbce0bd930f,"the headphones works slow for school, quality is poor",0
efd0b82f-cea1-4f2f-aba1-08a63b188870,"the jacket works bad for travel, would not buy again",0
a3ce007f-14a1-49f5-8494-6c66877a88d1,"the laptop performs excellent, great value",1
377bd188-e785-4acf-83ec-424331817b7a,"the watch works slow for the price, do not recommend",0
dac6fd42-1c1f-4922-b7f8-406d2a1791dc,the headphones looks durable for travel,1
52b957ed-d67b-4332-ad7e-16e5fea6db24,"the tablet looks reliable for school, highly recommend",1
aa64f26d-be6e-4b36-ae52-3aafd5be99bc,"the headphones works fantastic for the price, would buy again",1
857d48d1-c33f-4d0a-a007-a5dc13530746,"the camera performs worth it for the price, shipping was fast",1
304cdf0e-07e0-450c-b2e8-3da19aa5fc1f,"the phone feels flimsy for work, shipping was slow",0
292bf9df-a6f7-4632-b0ba-c863d920751e,"the watch is great, shipping was fast",1
2de031a8-e9fe-4df7-9cc5-73f3cf39a283,"the headphones performs disappointing for travel, quality is poor",0
008c813e-9f2f-4b2c-8c5f-029bd0b08a68,"the tablet performs not worth it, quality is poor",0
23909069-24d9-4bf6-978f-716f08f1c36a,"the camera works unreliable for school, shipping was slow",0
af7ed8f5-d664-450f-8931-d44354f65b9b,"the headphones looks not worth it for the price, battery dies quickly",0
9655f9e2-f272-4070-b4da-66452ecd1ae9,"the shoes works reliable for work, great value",1
74e2add3-1c00-4965-9b0d-10f2f5f58a9b,"the watch performs reliable for daily use, great value",1
c35a3b37-9235-48aa-854e-e0dd8595bc8c,"the camera looks terrible for work, do not recommend",0
d924f353-dbe2-4863-b477-35c03cd6f289,"the headphones is disappointing for travel, battery dies quickly",0
84758689-9d45-4f75-afb5-4820b326e431,"the phone works disappointing, battery dies quickly",0
09fa2a1d-e822-4236-a391-605257c96dec,"the tablet feels not worth it for gaming, very disappointed",0
060d2cdc-dbe2-4dda-a276-929e762ece6b,"the shoes performs comfortable for school, very satisfied",1
47ea9865-95f2-404c-85c7-64c04a604fee,"the phone works excellent, battery lasts long",1
ab71d9fd-63a2-4904-b48e-c4729f2bddca,"the tablet is awful for work, do not recommend",0
ab2c46e7-75d5-4462-b362-ae18707c8c9a,"the watch feels comfortable for work, quality is top-notch",1
1ed90a0f-984c-4fdd-8f82-de69cbb13dd6,"this product performs flimsy for gaming, very disappointed",0
dec64f4b-ec8a-4d41-b3bf-893d189cc222,"the phone performs great for the price, quality is top-notch",1
295e205a-ca1f-4172-b081-f0ce3be53b38,"the blender performs bad overall, battery dies quickly",0
a6f477e1-a59a-44ae-b9ac-ebe40cb616d6,"the camera performs reliable for gaming, great value",1
cf29c089-6c3b-469a-b6d9-216898af9760,"the blender performs excellent for travel, shipping was fast",1
a2f01ed0-0d16-4de2-a225-f7dfd51cc39a,"the shoes works excellent for the price, shipping was fast",1
e7396306-b212-424f-92b5-b10ef9cb86ea,"this product works unreliable for daily use, very disappointed",0
bdaee60f-7886-4a79-8fad-a4d9d89c7dbc,the headphones is bad for daily use,0
7fae7ed4-c7c5-4db2-9603-96802b34f7bc,"the jacket works awful for travel, do not recommend",0
9629fd1b-60d6-4a40-a0d5-b4935e1c9741,"the jacket performs slow for gaming, would not buy again",0
e8937f4c-1809-4617-bae7-073b05bc587c,"the phone works fantastic for travel, battery lasts long",1
276bc196-093c-4105-9302-0d92ea9207cb,"the tablet works terrible overall, waste of money",0
2ee6971d-eef2-4bd7-89c6-0a41fc19d43b,"the camera is fantastic, battery lasts long",1
4fb0144d-0856-46a5-8e55-a571c535c209,"the headphones feels worth it for gaming, quality is top-notch",1
97c0ab7f-a0a6-4119-a443-d9089444aade,"the watch is amazing for travel, quality is top-notch",1
161654a1-2ac0-4a39-b24b-e808dfe80679,"the laptop looks fragile for work, do not recommend",0
3655a2e0-5a9f-4595-840c-810070951af9,"the camera looks uncomfortable for gaming, very disappointed",0
e623e130-385f-42bb-8a86-dede8bf8cc25,the shoes works comfortable for school,1
8f75f523-2c4d-4e8e-95e7-9453db9ece0e,"the headphones is uncomfortable, battery dies quickly",0
21fb9691-4f9e-4000-aafd-62c36161847d,"the camera performs fast for school, highly recommend",1
41716be9-31fe-4d50-9512-89128e23d353,"the watch is fantastic for travel, very satisfied",1
1e8d2f30-793d-490a-b451-b114caae1357,the shoes performs worth it for travel,1
8f430017-dd75-4ecd-8eec-b5530fa6e7a5,"the blender works comfortable overall, quality is top-notch",1
d3e896ce-4802-4235-b9bd-429b789f4c33,"the watch feels fast overall, quality is top-notch",1
bb221cb0-6acc-44d0-be77-b3acfd71525e,"the watch looks excellent for travel, shipping was fast",1
993e4235-f2ca-494c-aafc-dcf700979499,the watch performs fantastic overall,1
b1a12317-03fc-4364-9c02-5287f78334b6,"the laptop looks fragile, very disappointed",0
0d89798e-cad1-4505-956a-545b4f4b7adb,"the shoes works awful for the price, do not recommend",0
900cadf1-93ee-40c9-8545-7060928ea955,"the phone performs bad for gaming, very disappointed",0
74a2a741-1221-4320-b61e-be1c9746085c,"the headphones is excellent for gaming, highly recommend",1
b8f58ff8-3bb5-458d-9533-506445398217,the headphones performs solid for travel,1
7f257848-71b7-485e-8b3b-28b788085e00,"the camera looks uncomfortable for gaming, shipping was slow",0
ff2cf0fc-d5b9-43d3-a2f9-6a3068ff88db,"the laptop looks fast, shipping was fast",1
d407173c-1516-4baf-ae06-bc96cdccf4c9,"the phone is fantastic for travel, highly recommend",1
08b2a55e-5a54-4cd7-a7fd-891eabf34d33,"the jacket feels worth it for daily use, would buy again",1
82aea46d-170b-4768-ac8d-7f13bf57ef27,"the jacket performs fast, highly recommend",1
c0d08452-488f-4b27-9a74-e5bb87b4f95a,"the watch is unreliable for gaming, very disappointed",0
146b49db-5a61-4f5c-ba48-e2360b2d27bc,"the watch is great for work, great value",1
72974dd5-25b2-43ec-8eaa-d625ae067cbb,"the jacket looks solid for the price, quality is top-notch",1
1512fa65-96f7-4f6e-9724-002fcca668d3,"the camera works fragile for the price, very disappointed",0
89cd0f18-58f8-4600-b267-e8ecd0cb2b93,"the headphones performs amazing for work, very satisfied",1
109f3d43-480b-4f91-a3b5-958b2a10840c,"the phone looks fragile, quality is poor",0
d60bc54c-a4f7-490b-bde4-f25470e06422,"the jacket performs awful for the price, do not recommend",0
4b862419-1aa3-4fdc-9fc0-f2cc504a7691,"the jacket is unreliable for school, quality is poor",0
1ce77060-ac1b-4bc9-b865-1c3a23cafdb6,"the laptop works durable for work, highly recommend",1
c56dab3f-0b37-4455-99c9-6bd9f8c1d823,"the tablet looks excellent for gaming, very satisfied",1
962f5d47-b2a9-4524-a744-ddae7c86fa60,"the watch looks great for gaming, highly recommend",1
48790b8b-deff-422f-87ec-cb70c3d292c5,"the shoes performs unreliable for work, waste of money",0
5264c06b-28fd-43db-bd0a-7579a470a2b1,"the shoes works fantastic for travel, shipping was fast",1
18ffeeca-1655-49a7-b4bc-51a13e1f0077,the phone works solid for travel,1
6aab97b3-f96a-4ff0-97f2-ead0a8061607,"the headphones is fast overall, great value",1
a7d1fd67-77fb-42df-bf41-87c37eb4673b,"the shoes works not worth it overall, battery dies quickly",0
7996fd7a-3e12-4977-afeb-c9b13f17bfbe,"this product feels fast for work, quality is top-notch",1
009bb0a7-e62b-454d-b595-7a8113ee890c,"the laptop performs slow for travel, do not recommend",0
a23904f5-4da2-4b23-949b-7d061fbaab25,the blender performs disappointing for daily use,0
e76c68cb-2042-465f-85f1-dd9ea23657e0,"the blender performs solid for school, shipping was fast",1
0677c4a4-bbad-4732-9df2-b86019fdcc56,"this product performs flimsy for daily use, quality is poor",0
dcb2adb7-6497-4d10-91b1-3fb80dac930a,"the camera looks great overall, very satisfied",1
8410b908-fc2d-4058-9740-2c1cd4e8f072,"the watch performs disappointing for travel, battery dies quickly",0
9a50ea03-6dc9-4770-a811-d06e6e7eb36e,"the jacket performs slow for the price, waste of money",0
faeb49e7-7076-4deb-a26a-96cb7c0e694f,the headphones is disappointing for the price,0
ea13a1a5-41be-452a-84de-7a8c6245f25d,"the headphones works worth it for school, very satisfied",1
86daac68-b8d5-421a-9643-ab1ec7d78e96,"the camera feels fragile for the price, quality is poor",0
f4baf0ed-925e-4fed-8059-e55c7432e781,"this product is uncomfortable overall, would not buy again",0
600ad16c-30d5-43a9-98f7-52f8ecfee04e,the headphones is comfortable for travel,1
08bb2997-83d8-4f01-999b-9e2d52d7f7b1,"the laptop feels flimsy for daily use, shipping was slow",0
bee3d312-0fae-421c-8c90-ac4ae2c83382,"the watch performs fantastic for school, very satisfied",1
224a406d-3e27-44c7-b27a-6b44a7490f1c,"the laptop feels flimsy for daily use, battery dies quickly",0
c2ebc21b-9770-4c4c-926f-abb02fb194b4,"the camera looks not worth it for work, quality is poor",0
43cfff59-f984-46be-9d7b-301d86ceafa9,"the headphones looks unreliable for work, do not recommend",0
6bf0d56a-305c-4d77-9333-d76e7f819992,"the shoes performs flimsy overall, waste of money",0
3ee4a754-bb8f-423d-a8f6-e87b1d2bffe9,"the watch is uncomfortable for work, waste of money",0
79f8257e-8bf3-4e5d-bad8-ca356f7a9e14,"the jacket looks comfortable for school, battery lasts long",1
ecf0ea02-d592-4f57-87d6-c6a3bbc52165,"the tablet feels fantastic overall, very satisfied",1
167e4b72-2359-4589-a667-010f976f5bf1,"the tablet performs uncomfortable for work, do not recommend",0
d611b7bb-195f-4484-9fcd-675721a94435,"the headphones is terrible for the price, shipping was slow",0
383a19ae-7ce9-495c-b0dd-e28da3228689,"the shoes performs reliable for travel, highly recommend",1
694d19f9-6f0b-40c0-bee6-51322788872b,"the headphones performs awful for school, would not buy again",0
e14ae46d-a780-4c75-bd60-b5789e7953c6,"the shoes looks worth it, great value",1
1f4a501c-5555-4265-a5d3-918e8ddc852c,"this product feels bad for school, shipping was slow",0
fee4eeff-2d21-459d-88bc-b946a453e4a4,"the laptop feels fast for travel, very satisfied",1
b75dcf89-cd79-47b2-85ce-d97099e49526,"the jacket is slow, do not recommend",0
81cf4634-f919-4922-82f2-c793b7220c16,"the jacket looks flimsy for the price, shipping was slow",0
0cdecd78-84a8-4825-9f00-5d9e0ce52ec0,"the blender performs fragile for gaming, battery dies quickly",0
89957b20-b170-4a20-876a-a434ea335734,"the tablet performs durable, battery lasts long",1
499cbbfe-03da-4f57-9b24-5ee0bccf75f4,"this product looks fantastic for the price, quality is top-notch",1
d015dd88-d179-455e-b6dc-cfd5599c18b7,the shoes works awful for school,0
8566445a-8766-4cde-9c02-4ca8998861c1,"the phone feels terrible for daily use, quality is poor",0
58b052b0-698d-4f92-b624-0f10737b9ad9,"the blender is unreliable for school, waste of money",0
0c68b4d9-3208-4d6f-9682-13b0c828501d,"the jacket looks awful overall, shipping was slow",0
80499bcd-0f6e-4c72-bb4e-397d2222063a,"the camera works worth it for gaming, battery lasts long",1
ffbc3afd-8326-4da9-8195-97cbce6b69a7,"the shoes is reliable for school, would buy again",1
fd7e3273-5ac9-4a49-859c-09f674ed927a,the phone is fantastic for the price,1
cc1686e4-d48a-44a7-a665-58ce7a7a514a,"the jacket performs great for daily use, highly recommend",1
b30cf566-f8ab-4bfc-8161-c7bbae7f37cb,"the blender performs flimsy overall, battery dies quickly",0
419e6cf2-3050-4b33-9bbf-650febfc0a2c,"the tablet feels fragile for work, waste of money",0
f3671bc1-b427-4d90-8194-1d802082214a,"the laptop works durable for travel, battery lasts long",1
ad8c40eb-9ae5-4e17-a9f6-0b08bbf5cac1,the shoes feels disappointing for school,0
8b0d05fd-8b26-43c6-ac1c-26b26c59f5ca,the laptop performs fast for travel,1
5df98f1c-2dba-4c3a-956c-55a24d30e76f,"the watch is fast overall, very satisfied",1
2eae6d46-30e6-41ec-a95b-d133a7c36c26,"the tablet feels great for school, great value",1
2b3f3227-f99e-4786-884f-8cef3fa839a5,"the jacket looks disappointing for work, battery dies quickly",0
71b128d9-29b3-4297-a540-5dadd985b067,"the blender is durable for school, highly recommend",1
26ca59fd-9eb6-4715-a780-2508126e9300,"the laptop feels comfortable for the price, shipping was fast",1
23e2f482-18a9-4807-8ad4-54a6fe2b4e7f,the phone performs solid for gaming,1
8732fdb9-c150-45c0-801d-0da4ca49db77,this product looks disappointing for daily use,0
a324a69d-d0fc-4a2d-ac33-04d83354e6e2,"this product performs fantastic for daily use, quality is top-notch",1
d943fe10-9971-4167-a85e-10527eae6a12,the blender works awful for travel,0
7beb96ec-6dfe-4c61-8d64-a940e41dfd6d,"the phone works worth it overall, highly recommend",1
e6e579ab-3d67-4956-a603-877027bc2f0b,"the blender looks amazing for school, shipping was fast",1
d70e9789-e3c8-4585-b48e-98335f9864c1,"the shoes works unreliable, would not buy again",0
d3e5816c-4802-440b-82a0-f639d8af6297,"the phone feels reliable for daily use, shipping was fast",1
b5173a6f-95ac-4125-8449-1c02b8dc70a0,"the camera performs terrible for daily use, very disappointed",0
7d7a373b-8e58-4fa0-aadf-f809f683b6d3,"the blender is not worth it for daily use, battery dies quickly",0
e7c60123-4929-483d-abe7-943ddfbe1d72,"the jacket performs uncomfortable overall, shipping was slow",0
1f074e92-6e3b-455f-a260-6c3d55d7b0a4,"the tablet looks terrible for travel, battery dies quickly",0
f49a6c22-f6a7-4259-a70b-3eebf4b9548a,"the laptop looks reliable for the price, would buy again",1
a7bf7f34-8fb4-4af4-991d-84bb92410117,"the headphones is flimsy for school, waste of money",0
48086b80-9779-47df-a3f6-f81a7fe04a41,"the blender performs worth it for school, great value",1
9fc30f12-0e9c-4803-81a0-842e3da4a5d0,"the tablet looks flimsy for daily use, waste of money",0
adfb8358-29b2-4dfa-ab1a-b1ce7bdfa6e4,"the watch performs reliable for gaming, great value",1
1540e368-4ea6-490b-a14b-5b768972b561,"this product is reliable overall, great value",1
2d7378bc-65e9-4eed-bb32-3f7df4d52759,"the laptop feels bad overall, waste of money",0
419318dc-7cd1-4fa5-beb2-246d4cc2e843,"the phone feels comfortable for school, would buy again",1
1ad96827-99ee-4fd4-a4ac-d2a32c6a6476,"the tablet is solid for gaming, battery lasts long",1
e03c5dea-9be5-46ba-ab8e-9af3dabea668,"the camera is disappointing overall, shipping was slow",0
4d5df464-9bef-474c-aa94-98973621ed1d,"the phone works awful for daily use, shipping was slow",0
a30170c1-5ec6-4f18-8331-44f457e0e4a8,"the shoes is fragile for daily use, would not buy again",0
ed72795b-8870-418d-aab2-90d9ea61d8f7,"the shoes is fantastic for the price, highly recommend",1
bd0e8a72-44d0-4370-a4fa-ea8bf886993a,"the phone performs amazing, battery lasts long",1
83acc975-a350-4ef4-9fb3-08b0279c2d0b,the shoes looks flimsy,0
11b9d2f0-b1e9-4f4e-ad01-a88a8ec0f520,"the tablet feels reliable, shipping was fast",1
649e700d-a593-4e8f-9ba1-50ee526aebf2,"the shoes works fantastic for daily use, very satisfied",1
24407089-f840-4096-b7fb-b43864e73fe8,"the laptop looks unreliable for daily use, battery dies quickly",0
7b6e5e50-e4e9-4389-8bbf-0b70306f9ada,"the shoes is bad for school, waste of money",0
45a42cfa-790e-4688-8d39-e71df42285f7,"the jacket performs worth it overall, shipping was fast",1
0659a463-3f5c-48e1-ad4b-0118bdb51846,"the shoes performs not worth it for school, do not recommend",0
6c41d1eb-e17f-4ba9-974c-41d0e5995a55,"the jacket looks fantastic overall, battery lasts long",1
ab6688db-906e-4ca2-8811-1d44f07c9412,the watch performs solid overall,1
d902501b-c0d6-464c-a319-426247299d7c,"the blender works great for daily use, battery lasts long",1
5e506e38-5060-4377-86f4-df2d3cec8f9f,the headphones works uncomfortable for work,0
33aa2dfe-b41a-48ad-a56b-8cce2bbcf68e,"the laptop feels not worth it, do not recommend",0
069a15f3-fc51-4f44-8ec2-69cf9556d0b9,"the shoes is flimsy for gaming, battery dies quickly",0
91ef3f9f-7ff4-4a96-8218-c8b4074506e6,"the jacket looks bad for work, would not buy again",0
4d23da09-2acf-4246-ab0b-a1475e45d634,"the phone looks bad, would not buy again",0
b091eab8-0018-4fa0-a6d1-9aaa15b8b487,"the jacket works uncomfortable for gaming, very disappointed",0
601d416a-a308-44bb-a96a-5e9981b11d6c,the shoes looks fragile for travel,0
379652cd-60f1-47c8-ada9-5c1e43c097c7,"the shoes performs fast overall, shipping was fast",1
913d4457-483c-4063-abf6-b082463c85c5,"the laptop is fast for the price, shipping was fast",1
62212f59-ed73-4a1a-915a-ebaf715e7bfb,"the laptop performs fast for work, quality is top-notch",1
1f94d9ef-0116-4dc9-a125-7a08d7f71098,"the headphones performs comfortable for daily use, quality is top-notch",1
d0e0d624-b62c-4c6d-9a96-1373af4d4313,the phone performs flimsy overall,0
64f16581-3e6a-46fc-9bc7-57ea11704f1f,"the blender works fantastic for school, battery lasts long",1
76018f93-7019-4118-bebd-f80edb197849,"the shoes looks uncomfortable overall, do not recommend",0
79078f9b-1f12-473b-8649-4789b5ffc60f,"the shoes works great for work, battery lasts long",1
126448d7-34c0-4787-a61b-4d173bbd57f9,"this product works slow for gaming, waste of money",0
2bd43219-4480-467b-809b-3fc4601bb6e7,"the blender feels durable, very satisfied",1
e1a8ebc8-489a-4cc2-918a-1399f5fa56e5,"the laptop performs comfortable for travel, would buy again",1
bb4c66aa-84ab-486a-9e61-f7046ad1e66b,the shoes feels bad for the price,0
e6638407-05d2-4720-9554-7653585879bc,"the headphones performs great for the price, would buy again",1
d688f72c-67d2-44a1-93b7-c9dc442b8b94,"the shoes looks slow for daily use, quality is poor",0
d6302e76-8018-4e18-a363-f064594855f1,"this product is fantastic for school, highly recommend",1
3e590c71-0e14-49d1-919b-b5a47e89005a,"the tablet is worth it for school, great value",1
451ae308-3adc-4d03-b839-e02dd6a0ab40,"the shoes is amazing, would buy again",1
f92749a2-faef-49d2-9736-43f8678afc6e,"the jacket is bad overall, waste of money",0
8505aa1d-c275-44f6-b321-89d21b1f00f2,"the phone feels durable, battery lasts long",1
8c351d70-ed24-4f9f-85f5-08e3f43b08b7,"the laptop looks disappointing for work, quality is poor",0
821633a3-d87f-45b1-826e-b605985dfe54,"this product is worth it for gaming, battery lasts long",1
7e6733a0-9d7a-48ba-b324-92caa0299f22,"the jacket is reliable for travel, would buy again",1
4908e5f6-21de-4d0c-b318-d1ffa18db792,this product feels uncomfortable,0
ce7698f9-f089-44d5-b2ba-4ef55ca58a58,"the laptop is terrible for travel, shipping was slow",0
74384d10-1c40-4c9f-8975-9ac04e77ece2,"this product looks fast for daily use, battery lasts long",1
4ce4a248-29c2-4d92-86c5-d366a31b0b9a,the phone looks flimsy overall,0
d98d9f38-9273-4c64-81b5-192cc30e422f,"the watch is flimsy for the price, very disappointed",0
fa11758a-716e-4b6b-9e71-cf547b719757,"the shoes is comfortable for travel, quality is top-notch",1
9919ec48-f233-4f0e-9292-37ff369acd39,the blender works fragile for the price,0
3cbd13ca-2a5e-4ac3-be85-a881fca9171a,"the phone performs flimsy for school, do not recommend",0
22c73ea3-cd1b-41bf-af7d-47ed8f69fd48,"the tablet works awful for gaming, waste of money",0
13607f33-2220-4197-86c8-c2e381a6506e,the shoes feels great for work,1
0208b595-cc88-4bfc-b474-5b5b7d9d813c,"the jacket is bad for gaming, very disappointed",0
eedd7597-b042-48ed-b699-299042cf76cc,"the camera feels worth it, great value",1
b69f8554-41ab-4096-a6e9-99d8a0811384,"the watch performs slow for work, very disappointed",0
3daed386-b87f-4609-a207-2ab18e857572,"the blender looks durable overall, would buy again",1
187b7fc9-9086-4a41-95e8-6fd0070f5e6c,"the phone is fast for daily use, shipping was fast",1
2894517c-de51-4a91-8d26-e3554be6c00b,"the camera works unreliable for gaming, shipping was slow",0
054d239f-203c-4eaf-9a0c-67a6342e2234,"the jacket works terrible for work, waste of money",0
d721882b-b9c8-485e-922d-a436111262de,"the jacket performs bad for daily use, quality is poor",0
93870fd3-0059-476f-bf1c-db3961920a90,"the shoes performs excellent for daily use, highly recommend",1
58db3f05-ddf7-4ce1-9cfa-975e3f4460e7,"the phone is excellent, battery lasts long",1
7703df5a-3e00-4d67-bb2c-bbf7e02ce5a0,the headphones performs durable for the price,1
f85576b4-de07-4548-8c37-628e3f29dda7,"the phone looks fantastic overall, great value",1
6513c0a6-4a77-4ac6-9501-0b98e45cf20b,"the watch is excellent for school, great value",1
1f035f76-1a3e-4fd2-aeb1-e4f1f5f4a8ac,"the shoes feels great for work, shipping was fast",1
34900d6d-0bf2-4752-839d-46a3e47e5439,"the jacket feels fast for travel, very satisfied",1
a726c467-dcc3-44a3-a893-7a9a0cba3cfa,"the watch feels awful for the price, quality is poor",0
2efb3255-b014-45f8-8590-6f100e9fad14,"the shoes feels fast for work, great value",1
9666ec9a-30ed-4a5c-9984-0173269a0e01,"the phone works slow, very disappointed",0
f2c8af85-5137-46c3-b9c1-8cc8b0ff1637,"the tablet is fantastic for gaming, highly recommend",1
86edb9e3-dc76-4a72-a1d3-3cf063b02d23,"the headphones performs slow for school, very disappointed",0
